project,date,commit_hash,files,statements,assignment_expression_files_percentage,variable_annotation_files_percentage,function_with_annotation_files_percentage,function_without_annotation_files_percentage,assign_files_percentage,assign_with_type_comment_files_percentage,aug_assign_files_percentage
petl-developers_petl,2024-12-31,ae081f98b4169d6ba7380cbe8986451d776f49d9,159.0,15787.0,0.0,0.0,0.0,74.84276729559748,99.37106918238993,0.0,8.80503144654088
pika_pika,2024-12-31,76c677159b3fbbc9241b797c9111b87f567fd362,78.0,17072.0,0.0,1.282051282051282,1.282051282051282,94.87179487179486,96.15384615384616,10.256410256410255,34.61538461538461
piskvorky_gensim,2024-12-31,8b6b69c29fd58a93136e8f591ea9379ac2c8290c,173.0,25486.0,0.0,1.1560693641618496,1.1560693641618496,85.54913294797689,97.10982658959537,0.0,39.30635838150289
playonlinux_pol-pom-4,2024-12-31,eb9ee1443fe6e3c63a2c9604cd8c8acd2ee678b3,25.0,4501.0,0.0,0.0,0.0,92.0,92.0,0.0,60.0
plone_plone.app.contenttypes,2024-12-31,db0531852cd7c8416baf0e62fd296d567b642ce8,45.0,3404.0,0.0,0.0,0.0,84.44444444444444,97.77777777777777,0.0,2.2222222222222223
plone_plone.app.dexterity,2024-12-31,3ebb6366f0c93519cf30b64be1fe224b539afbe2,62.0,2943.0,0.0,0.0,0.0,96.7741935483871,93.54838709677419,0.0,6.451612903225806
plone_plone.app.discussion,2024-12-31,b98f12df01cbb6f0b6da0e1e3a90111e0f816156,37.0,4209.0,0.0,0.0,0.0,89.1891891891892,97.2972972972973,0.0,16.216216216216218
plone_plone.app.event,2024-12-31,91708eb98bff5607f22030c893b213865158a1a8,35.0,3959.0,0.0,0.0,0.0,88.57142857142857,94.28571428571428,0.0,14.285714285714285
plone_plone.app.layout,2024-12-31,0f9337d8a87c079996addc3ff5a5995de77d2d44,41.0,3690.0,0.0,2.4390243902439024,4.878048780487805,90.2439024390244,87.8048780487805,0.0,9.75609756097561
plone_plone.app.multilingual,2024-12-31,ce17f8ce0c854a8ce6b3fbbdcde6c120d7ff7c5f,58.0,4138.0,0.0,0.0,0.0,89.65517241379311,94.82758620689656,0.0,8.620689655172415
plone_plone.app.portlets,2024-12-31,5508a6c5ed959a9a8faf52e8405bdd6553788d4d,60.0,5102.0,0.0,0.0,0.0,91.66666666666666,91.66666666666666,0.0,10.0
plone_plone.app.theming,2024-12-31,1933dd8b1bb162ac71500cc0fa6d773572fad93d,24.0,2335.0,0.0,0.0,0.0,100.0,95.83333333333334,0.0,4.166666666666666
plone_products.cmfplone,2024-12-31,eba6e73108541efac28eef47c7be61c658684db9,290.0,22292.0,0.0,0.0,0.0,82.75862068965517,89.3103448275862,0.0,4.137931034482759
praw-dev_praw,2024-12-31,435f8780e6fb08f6573a5cd17aaf58395bfc096b,159.0,12380.0,0.0,0.628930817610063,39.62264150943396,72.32704402515722,92.45283018867924,0.0,13.836477987421384
prody_prody,2024-12-31,40ddb0596b6dc735211dade44b2cc20dc1def99b,205.0,44815.0,0.0,0.0,0.0,94.6341463414634,97.07317073170731,0.0,49.26829268292683
progval_limnoria,2024-12-31,aaeab253a5442aeab670dbb877e5920e8f209fa3,295.0,39869.0,0.0,0.0,0.0,95.59322033898306,98.64406779661017,0.0,24.74576271186441
progval_supybot-plugins,2024-12-31,1ab9c3a6b52d55b4f53af1cc64446819c03c8b9c,176.0,9787.0,0.0,1.1363636363636365,0.0,89.77272727272727,98.86363636363636,0.0,13.636363636363635
proycon_clam,2024-12-31,d582baad6e9f60717b94240724f0c484784e544e,51.0,9084.0,0.0,0.0,1.9607843137254901,68.62745098039215,96.07843137254902,0.0,27.450980392156865
psf_requests,2024-12-31,b653d80ded3680dc3780557ded01e23074f7e6a4,32.0,4976.0,0.0,0.0,3.125,87.5,87.5,0.0,15.625
psychopy_psychopy,2024-12-31,fd052372ed37628330339e5ed54b696dcb8797a9,582.0,81410.0,0.0,0.0,0.5154639175257731,66.1512027491409,87.45704467353951,0.5154639175257731,31.099656357388316
pwman3_pwman3,2024-12-31,7af9473f747588ca9c2336c0dd0c0b6d20324852,36.0,3157.0,0.0,0.0,2.7777777777777777,100.0,97.22222222222221,0.0,16.666666666666664
pycqa_pycodestyle,2024-12-31,bf4c16d2891150d0d43df3a6e9f7f5b6361544ca,53.0,2902.0,1.8867924528301887,3.7735849056603774,16.9811320754717,56.60377358490566,66.0377358490566,0.0,5.660377358490567
pydata_bottleneck,2024-12-31,57e9895fdcf39c64ee8e42c19170da799d2a4b4e,35.0,3033.0,0.0,8.571428571428571,5.714285714285714,82.85714285714286,97.14285714285714,0.0,40.0
pyepics_epicsapps,2024-12-31,bdd8a3a12b7c0c53f64c1d089992b609ffb6cd02,73.0,11191.0,0.0,1.36986301369863,0.0,76.71232876712328,91.78082191780823,0.0,38.35616438356164
pyepics_pyepics,2024-12-31,2a7090dde46c14e8e8c2c5fb43a89a09e515c193,89.0,8859.0,0.0,1.1235955056179776,1.1235955056179776,85.39325842696628,96.62921348314607,0.0,22.47191011235955
pyinstaller_pyinstaller,2024-12-31,eaa1ec5fd0d35ced0de38d6999b81be4c0ee8c25,952.0,31286.0,0.0,0.42016806722689076,1.4705882352941175,36.86974789915966,71.32352941176471,0.0,12.184873949579831
pylons_colander,2024-12-31,a40e7b95ee04a5d4c128c7c0b05c97334c1d7ab1,5.0,3358.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0
pylons_pyramid,2024-12-31,a254f1d7bd23345d477d21bf83d201f9622ba835,380.0,37777.0,0.0,3.1578947368421053,0.0,93.94736842105263,88.94736842105263,0.0,4.473684210526316
pylons_pyramid_debugtoolbar,2024-12-31,8f871cd3b5467a41d615016eb6b19f5f6e963c0f,33.0,3218.0,0.0,0.0,0.0,96.96969696969697,100.0,0.0,12.121212121212121
pylons_waitress,2024-12-31,314394defc81a92ebfd3d55adcc359d0d26ea820,42.0,8816.0,0.0,0.0,2.380952380952381,88.09523809523809,92.85714285714286,0.0,33.33333333333333
pylons_webob,2024-12-31,d621be25022e0976f6a4ed779b8d770a39ab27d6,48.0,14314.0,0.0,0.0,0.0,89.58333333333334,93.75,0.0,35.41666666666667
pymc-devs_pymc,2024-12-31,5d51953df0168fce4029675575f7002db71e4347,183.0,37013.0,0.0,27.322404371584703,47.540983606557376,91.80327868852459,97.26775956284153,0.0,24.043715846994534
pymodbus-dev_pymodbus,2024-12-31,75725082349da6d345ee03776392b344611ae27d,104.0,11389.0,18.269230769230766,29.807692307692307,38.46153846153847,85.57692307692307,97.11538461538461,0.0,32.69230769230769
pymysql_pymysql,2024-12-31,8876b98b683912b46ddafa1ac2fcea9911e2c8c4,38.0,5037.0,0.0,2.631578947368421,0.0,78.94736842105263,100.0,0.0,26.31578947368421
pypa_pip,2024-12-31,5beed92e9b3e9342991cb5829cdc6fa6d67af721,511.0,63160.0,0.3913894324853229,34.24657534246575,73.18982387475538,20.15655577299413,94.52054794520548,0.3913894324853229,22.113502935420744
pyrocko_pyrocko,2024-12-31,cf69b85de7af25508342b9f958920f0c66b5b419,420.0,79512.0,0.0,0.2380952380952381,0.9523809523809524,80.71428571428572,98.33333333333333,0.0,46.666666666666664
pysb_pysb,2024-12-31,8be8263d32e33bff6c4e92c927f4ba85590dc20f,136.0,14608.0,0.7352941176470588,2.2058823529411766,2.2058823529411766,68.38235294117648,83.82352941176471,0.0,31.61764705882353
pytables_pytables,2024-12-31,d317356b680b1cd36111fa06919fd6ac9e331623,174.0,50575.0,0.0,10.919540229885058,16.666666666666664,56.32183908045977,100.0,0.0,36.7816091954023
pytest-dev_pytest-django,2024-12-31,f3fe5b173149904b3300819c824561480ef07649,36.0,2355.0,0.0,36.11111111111111,61.111111111111114,19.444444444444446,88.88888888888889,0.0,5.555555555555555
python-jsonschema_jsonschema,2024-12-31,5108dc6f587fafd5e2d274eb153bd3157dd64c27,33.0,4292.0,0.0,21.21212121212121,24.242424242424242,63.63636363636363,90.9090909090909,0.0,18.181818181818183
python-markdown_markdown,2024-12-31,7aace29bd33bc1734082b677c6f06aac0dcc6ac2,63.0,6596.0,4.761904761904762,30.158730158730158,44.44444444444444,84.12698412698413,77.77777777777779,0.0,22.22222222222222
pytrainer_pytrainer,2024-12-31,a3bd1db22d0807c029414da066a4eb25e694832d,112.0,12990.0,0.0,0.0,0.0,99.10714285714286,100.0,0.0,26.785714285714285
pyudev_pyudev,2024-12-31,5f8c7d8a268f8eabf9cf054a1568f2ec55a05e2f,40.0,2694.0,0.0,0.0,0.0,87.5,95.0,0.0,2.5
qgis_qgis-django,2024-12-31,c4eab6bddd71971eeb30e454a0ca57b4fc92da2f,219.0,8237.0,0.0,0.91324200913242,6.392694063926941,55.70776255707762,96.80365296803653,0.0,4.5662100456621
qtile_qtile,2024-12-31,10e524e93718ba88f3c7432958382307291ebd67,378.0,37105.0,3.968253968253968,16.666666666666664,24.6031746031746,85.71428571428571,91.005291005291,2.1164021164021163,21.693121693121693
ranger_ranger,2024-12-31,d97b6fc1d8a99ca610bb8102f00ff9a607a93fd5,102.0,13868.0,0.0,0.0,0.0,97.05882352941177,98.0392156862745,0.0,42.15686274509804
rapidsms_rapidsms,2024-12-31,dbced637fe395d1bd8d82c9e8471d6ed2450d303,141.0,4274.0,0.0,0.0,0.0,71.63120567375887,88.65248226950354,0.0,2.127659574468085
reactionmechanismgenerator_rmg-website,2024-12-31,a95d80f4a041bd68b29d9befb5b72479b1a119d1,65.0,6798.0,0.0,0.0,0.0,47.69230769230769,98.46153846153847,0.0,27.692307692307693
readthedocs_readthedocs.org,2024-12-31,1ebd4e58b4226bd9e8c8ec4ef4b399ec987c541b,782.0,41803.0,0.0,0.639386189258312,1.0230179028132993,57.289002557544755,97.82608695652173,0.0,4.475703324808184
reagle_thunderdell,2024-12-31,a96145ef5194ee70a3ddb949eaf1a6ffb45bd843,49.0,3845.0,10.204081632653061,6.122448979591836,51.02040816326531,65.3061224489796,97.95918367346938,0.0,26.53061224489796
redis_redis-py,2024-12-31,3208809c7237522c77dac0daea7af5a14148eebf,169.0,37233.0,0.0,10.650887573964498,48.5207100591716,72.7810650887574,95.26627218934911,0.0,30.17751479289941
reflectometry_refl1d,2024-12-31,ff5c46e7b420d4bbfe26a645c28cb3fdd0c6787e,152.0,12595.0,0.0,9.868421052631579,9.210526315789473,65.78947368421053,94.73684210526315,1.3157894736842104,24.342105263157894
rembo10_headphones,2024-12-31,94d62430a00028ea9628bb47ea5972ac0ded8c89,858.0,98926.0,0.11655011655011654,8.041958041958042,15.5011655011655,65.26806526806527,97.66899766899768,1.6317016317016315,26.107226107226104
reviewboard_reviewboard,2024-12-31,907ec3f93d6cd6fb5be82fcc5eab46d23dc59eff,938.0,98966.0,0.0,14.818763326226012,25.692963752665243,68.3368869936034,96.90831556503198,0.0,11.940298507462686
rickysarraf_apt-offline,2024-12-31,c4855bc96db1eed1e312d3594a4eaca622ade60e,16.0,3303.0,0.0,0.0,0.0,100.0,93.75,0.0,12.5
riptano_ccm,2024-12-31,cda502c84fade5ecffaf605e619f81085265be77,16.0,5412.0,0.0,0.0,0.0,100.0,93.75,0.0,31.25
robertluptonthegood_eups,2024-12-31,c723b679ea5ba0af79f941be91362222286ef01f,56.0,15969.0,0.0,0.0,1.7857142857142856,96.42857142857143,96.42857142857143,0.0,46.42857142857143
robotframework_ride,2024-12-31,70b7a8272bde34786c9ea4ac9044f9919cf24484,521.0,59035.0,0.0,1.3435700575815739,5.182341650671785,94.6257197696737,93.85796545105566,0.0,21.30518234165067
robotframework_seleniumlibrary,2024-12-31,7c285883ab2fa1067ce7bd18dfb6ff994e9693e7,108.0,6432.0,1.8518518518518516,1.8518518518518516,24.074074074074073,94.44444444444444,89.81481481481481,0.0,3.7037037037037033
ros_catkin,2024-12-31,24e9b0a27b7889a29698fa4c90a2b0bf90df1c0b,42.0,2767.0,0.0,0.0,0.0,83.33333333333334,85.71428571428571,0.0,16.666666666666664
rpm-software-management_tito,2024-12-31,b635baa305c1a9560c9e1010c4b9f5275d246c5b,39.0,5064.0,0.0,0.0,0.0,97.43589743589743,100.0,0.0,12.82051282051282
rq_rq,2024-12-31,c653d2388b3dff5762081803aef97fd04e5b5169,59.0,10487.0,0.0,16.94915254237288,40.67796610169492,74.57627118644068,96.61016949152543,0.0,10.16949152542373
rthalley_dnspython,2024-12-31,049777d348eaacf667e795902a08a0f12a4abd71,224.0,25596.0,0.0,17.410714285714285,28.125,70.53571428571429,88.83928571428571,1.7857142857142856,24.553571428571427
s3tools_s3cmd,2024-12-31,0dbbe5d7f504ffd56c660a77c7fae18f75350357,23.0,5555.0,0.0,0.0,0.0,95.65217391304348,100.0,0.0,60.86956521739131
sabnzbd_sabnzbd,2024-12-31,cd831d2775422927adef096f2647a287c63ce605,109.0,25861.0,36.69724770642202,19.26605504587156,43.11926605504588,83.4862385321101,97.24770642201835,0.0,37.61467889908257
sagemath_sagecell,2024-12-31,922c7cf59e19ca97f5273b61badb928a68b581f0,37.0,3432.0,0.0,0.0,0.0,89.1891891891892,91.8918918918919,0.0,24.324324324324326
sahana_eden,2024-12-31,0712a5f614e6e201f792fbbe7d65c1741a9d51c8,711.0,209353.0,0.0,0.0,0.0,79.18424753867792,84.81012658227847,0.0,28.270042194092827
saltstack_salt,2024-12-31,2ec732abfaa658e49eed4cf8dbfafcf89f7b9786,3500.0,488850.0,0.028571428571428574,0.34285714285714286,0.6571428571428571,97.97142857142858,97.71428571428571,0.2285714285714286,16.114285714285714
sartography_spiffworkflow,2024-12-31,74814034f5de88c35314e19ac96cbfedca8c6af8,288.0,14234.0,0.0,0.0,1.0416666666666665,93.40277777777779,93.05555555555556,0.0,6.597222222222222
scikit-image_scikit-image,2024-12-31,4fb2464d32bbba9377f9423d5e86f12a0f756a86,494.0,40164.0,0.20242914979757085,0.0,0.6072874493927125,74.49392712550608,99.19028340080972,0.0,29.1497975708502
scikit-learn_scikit-learn,2024-12-31,355937b7f84c7efddd091c7150f4713e2c761361,834.0,133766.0,0.3597122302158274,16.06714628297362,1.9184652278177456,75.17985611510791,98.20143884892086,0.0,39.20863309352518
scipy-lectures_scientific-python-lectures,2024-12-31,21ddefe3bd6ca2cdeb2ef4431f14c9783242a51b,225.0,4914.0,0.0,1.7777777777777777,0.0,26.222222222222225,96.44444444444444,0.0,8.88888888888889
scipy_scipy,2024-12-31,9220a7aec40f5c08ab6844798c815c00419d248e,947.0,214674.0,0.8447729672650475,4.646251319957761,4.329461457233368,93.76979936642027,97.46568109820485,0.10559662090813093,39.493136219640974
scrapy_scrapy,2024-12-31,7dd92e6e4341dc6d5ba70a20d7e89edb3a87fba9,312.0,32926.0,0.3205128205128205,41.66666666666667,51.92307692307693,50.0,93.91025641025641,0.0,13.141025641025642
sfepy_sfepy,2024-12-31,731d416cc8174950f249a0be47d77d4305b199a8,373.0,51112.0,0.0,0.0,0.2680965147453083,92.49329758713137,99.46380697050938,0.0,36.72922252010724
shapely_shapely,2024-12-31,885a1fbb21857404aa85f8d4aa8ef6586f3f733f,146.0,10772.0,0.0,1.36986301369863,1.36986301369863,82.1917808219178,97.94520547945206,0.0,11.643835616438356
shedskin_shedskin,2024-12-31,4ee7061f23b9ec065a631318406316490bfd235c,392.0,66946.0,0.5102040816326531,3.571428571428571,6.122448979591836,86.98979591836735,85.96938775510205,0.0,39.285714285714285
shinken-solutions_shinken,2024-12-31,d0bc3b52518d0728435ec94aca48cfcd90e64006,329.0,33706.0,0.0,0.0,0.0,91.7933130699088,92.40121580547113,0.0,18.84498480243161
simplistix_testfixtures,2024-12-31,18a39fae84dcef866152c1188ef9e0023de17eca,54.0,7302.0,0.0,20.37037037037037,38.88888888888889,87.03703703703704,94.44444444444444,0.0,25.925925925925924
sirver_ultisnips,2024-12-31,808114c1ce668cb5a15914f4233658973edc195e,75.0,6413.0,0.0,1.3333333333333335,8.0,81.33333333333333,94.66666666666667,0.0,29.333333333333332
slapos_slapos,2024-12-31,f1c063158dc84aac649e9453747b0d888daf2ccb,175.0,17415.0,0.5714285714285714,1.7142857142857144,9.142857142857142,95.42857142857143,97.14285714285714,2.857142857142857,14.285714285714285
slapos_slapos.core,2024-12-31,99adbf9dce3df67ed666fa701ec9641637e3a62f,780.0,48977.0,0.1282051282051282,0.2564102564102564,0.2564102564102564,33.46153846153846,85.51282051282051,0.38461538461538464,6.794871794871795
smarr_rebench,2024-12-31,1bf94fac44a93728caa09df2883b726d17b1dce3,103.0,6540.0,0.0,9.70873786407767,19.41747572815534,86.40776699029125,93.20388349514563,0.0,27.184466019417474
snarfed_bridgy,2024-12-31,b8b69228c1152ac75e2cc2f98c18c3b2ef525ad2,61.0,10717.0,1.639344262295082,0.0,0.0,91.80327868852459,96.72131147540983,0.0,27.86885245901639
softlayer_softlayer-python,2024-12-31,4552db39cfd459cdd6767921aabcb2ee809c8ca0,563.0,28495.0,0.0,0.17761989342806395,0.3552397868561279,82.94849023090586,99.46714031971581,0.0,4.262877442273535
sopel-irc_sopel,2024-12-31,7a605d97970e8f2f057df4db646d239884e4356e,117.0,19375.0,0.8547008547008548,23.076923076923077,35.04273504273504,86.32478632478633,97.43589743589743,0.0,16.23931623931624
sosreport_sos,2024-12-31,bdfc9abc8274bbe93a1d0ec8b0686cff4da1c0d6,505.0,16516.0,0.39603960396039606,0.19801980198019803,0.594059405940594,97.42574257425743,99.60396039603961,0.0,7.920792079207921
spacelog_spacelog,2024-12-31,fe9d342f242fc1f0db934f0a04519bbf9e7b99e4,71.0,4548.0,0.0,0.0,0.0,61.97183098591549,84.50704225352112,0.0,28.169014084507044
spiral-project_ihatemoney,2024-12-31,86eb9b8662b16006ad43f04b350a9d11efe864a4,38.0,4002.0,0.0,0.0,13.157894736842104,89.47368421052632,97.36842105263158,0.0,5.263157894736842
splunk_splunk-sdk-python,2024-12-31,e3f3968da91ed1d8b67fb20e2334e2cad43b6e3d,78.0,9503.0,0.0,0.0,0.0,96.15384615384616,97.43589743589743,0.0,23.076923076923077
spritelink_nipap,2024-12-31,122efdd3c1f2dfe32245fd0ad2eb8c0477a58040,46.0,9220.0,0.0,0.0,0.0,76.08695652173914,86.95652173913044,0.0,23.91304347826087
statsmodels_statsmodels,2024-12-31,22621cda87ebb57ff2b3580e570bf76679544084,1025.0,157255.0,0.0,1.2682926829268293,3.7073170731707314,72.8780487804878,99.02439024390245,0.0975609756097561,31.902439024390244
stephenmcd_cartridge,2024-12-31,abc4f04242834f13bacd979224452017be2fb304,36.0,2479.0,0.0,0.0,0.0,52.77777777777778,97.22222222222221,0.0,22.22222222222222
strawlab_flydra,2024-12-31,a4bb3a1c06a744f9d194a626e1941d481639e512,147.0,22964.0,0.0,0.0,0.0,83.6734693877551,89.79591836734694,0.0,31.292517006802722
stripe_stripe-python,2024-12-31,62558c7fa811189e244301b6cd0a9263150c59c4,653.0,86044.0,0.0,50.68912710566615,45.3292496171516,31.240428790199083,53.905053598774884,0.0,1.2251148545176112
sublimetext_packagedev,2024-12-31,e4e6751ccfb3f43af4cc0d7aedb67bfdc0213342,28.0,2462.0,7.142857142857142,0.0,3.571428571428571,85.71428571428571,100.0,0.0,21.428571428571427
sunpy_sunpy,2024-12-31,782b242b06724ae315e9aad776c7673b895e3585,381.0,30967.0,2.099737532808399,0.7874015748031495,6.824146981627297,71.39107611548556,96.8503937007874,0.0,14.435695538057743
suor_django-cacheops,2024-12-31,18177849dd85fd2b7eb45da1d8a894f9ddb6e564,31.0,2660.0,0.0,0.0,6.451612903225806,83.87096774193549,96.7741935483871,0.0,25.806451612903224
supervisor_supervisor,2024-12-31,27efcd59b454e4f3a81e5e1b02ab0d8d0ff2f45f,66.0,25068.0,0.0,0.0,0.0,98.48484848484848,95.45454545454545,0.0,39.39393939393939
sympy_sympy,2024-12-31,f7d762468326042a03b32b17a8362365ea16d2f6,1400.0,351140.0,1.2857142857142856,8.428571428571429,6.642857142857143,93.71428571428572,97.21428571428572,1.0714285714285714,33.14285714285714
tahoe-lafs_tahoe-lafs,2024-12-31,68dde65e90c83f1fa722dc7af79bf20b403805ce,337.0,69164.0,0.0,13.94658753709199,20.474777448071215,92.58160237388724,96.73590504451039,1.7804154302670623,35.01483679525222
tanghaibao_goatools,2024-12-31,2dfb6af9f58f5781a6d5aa9b958a91111a0df4d5,279.0,16399.0,0.0,0.0,2.1505376344086025,88.17204301075269,99.6415770609319,0.0,19.35483870967742
tanghaibao_jcvi,2024-12-31,756adc19648aae05e7b81baeeffa6f9affdb6b19,194.0,48332.0,0.0,3.0927835051546393,17.525773195876287,93.29896907216495,87.11340206185567,0.0,60.30927835051546
tardis-sn_tardis,2024-12-31,c1026cd930c74417944e01a4128350c55bbe0834,252.0,18318.0,0.3968253968253968,5.555555555555555,9.523809523809524,92.06349206349206,96.42857142857143,0.0,25.396825396825395
tendenci_tendenci,2024-12-31,46855f7ad222dc26f9efa0c44234f544c390fdcc,1585.0,87627.0,0.0,0.0,0.0,58.54889589905363,92.6813880126183,0.0,10.662460567823343
textmate_latex.tmbundle,2024-12-31,a588214b8c69e50884728a38f341b2b081b67218,10.0,1059.0,0.0,0.0,0.0,90.0,100.0,0.0,20.0
the-tale_the-tale,2024-12-31,2c3ae03a475e8bba91a178caabae76acf31220f6,1609.0,86547.0,0.06215040397762585,1.4294592914853945,0.8079552517091362,66.25233064014915,95.77377252952144,0.0,7.458048477315103
theano_theano,2024-12-31,7505f23edd66fcdbbe04953f53c650b4d7cec4dd,344.0,100995.0,0.0,0.0,0.0,91.27906976744185,97.67441860465115,0.0,44.76744186046512
theochem_horton,2024-12-31,77d3d2318a9d3ee28c66fd9459fe4b2654e5c2b8,241.0,22401.0,0.0,0.0,0.8298755186721992,81.32780082987551,95.4356846473029,0.0,38.17427385892116
thumbor_thumbor,2024-12-31,4a59f4e82053abf597ca3a849d726709dfed23cf,197.0,9870.0,0.0,0.0,3.0456852791878175,93.90862944162437,94.9238578680203,0.0,5.583756345177665
tinkerforge_brickv,2024-12-31,749c3ba934e27743df81c7be70a7f9da7c6f6e91,527.0,93494.0,0.0,0.0,0.0,91.27134724857684,97.34345351043643,0.0,29.411764705882355
tinkerforge_generators,2024-12-31,2985637dbe9e35edc76fa6e0c55e223a276e9ba5,327.0,34047.0,0.0,0.0,0.0,58.40978593272171,98.1651376146789,0.0,27.522935779816514
tinkerforge_kicad-libraries,2024-12-31,33373f9af860523c913fdd988d09fc02574198e9,2.0,128.0,0.0,0.0,0.0,100.0,100.0,0.0,50.0
tlecomte_friture,2024-12-31,2ba32e6f542770658be1e258578b0ed7bd793f90,111.0,9117.0,0.0,4.504504504504505,11.711711711711711,76.57657657657657,94.5945945945946,0.0,34.234234234234236
toblerity_fiona,2024-12-31,0e0bc9638b6c567bf32f7dec16d2504a89a69f22,116.0,8069.0,0.0,0.8620689655172413,1.7241379310344827,88.79310344827587,93.10344827586206,0.0,4.310344827586207
tomerfiliba-org_rpyc,2024-12-31,d7f52d7d2d1f3c7418d3408111f77ac6e6cb26fc,78.0,5727.0,0.0,1.282051282051282,0.0,85.8974358974359,94.87179487179486,0.0,16.666666666666664
tornadoweb_tornado,2024-12-31,c47d7d1fef86be7232d3f41386079465e3e244f5,101.0,21133.0,0.9900990099009901,9.900990099009901,44.554455445544555,67.32673267326733,94.05940594059405,48.51485148514851,29.7029702970297
trentm_python-markdown2,2024-12-31,dfc90c656e173836e26fd6bf8b89df80e2e56373,16.0,4545.0,0.0,6.25,6.25,81.25,100.0,0.0,43.75
turbogears_tg2,2024-12-31,fabe5c659a92a5a99acaf4c10371e4f6a151dd88,128.0,13322.0,0.0,0.0,0.0,96.09375,98.4375,0.0,9.375
tweepy_tweepy,2024-12-31,dde9ae2678857bbf1f237b5c3f3790568ce52a44,52.0,4092.0,0.0,1.9230769230769231,0.0,61.53846153846154,96.15384615384616,0.0,25.0
twilio_twilio-python,2024-12-31,bae3eca0fb53619a3796badd083406d04b907767,464.0,47454.0,0.0,89.65517241379311,90.94827586206897,8.189655172413794,98.49137931034483,0.0,1.293103448275862
twisted_twisted,2024-12-31,aefca94f7f341f237d075ae47db87a78af7faa76,1034.0,175672.0,0.3868471953578337,25.435203094777563,38.49129593810445,72.72727272727273,93.90715667311412,0.0,20.502901353965182
unidata_metpy,2024-12-31,1390b0711aa403b724d017b3ba30d24ff20a96fa,154.0,25004.0,0.6493506493506493,0.0,0.6493506493506493,62.98701298701299,97.40259740259741,0.0,18.83116883116883
uploadcare_pyuploadcare,2024-12-31,25d40536ff24c7a04d657663c146e020296abbbb,95.0,4662.0,0.0,20.0,46.31578947368421,83.15789473684211,95.78947368421052,0.0,8.421052631578947
urbanairship_python-library,2024-12-31,d1636c2059029a639ea3d6c17c7441cfa1f60066,61.0,5669.0,0.0,40.98360655737705,49.18032786885246,62.295081967213115,100.0,0.0,3.278688524590164
urllib3_urllib3,2024-12-31,181357ed2aecf9c523f2664c05f176cde9692994,71.0,14321.0,1.4084507042253522,60.56338028169014,98.59154929577466,1.4084507042253522,97.1830985915493,1.4084507042253522,33.80281690140845
urschrei_pyzotero,2024-12-31,a117274ebfe83067b6c09b112effa634047a2bac,5.0,1398.0,0.0,0.0,0.0,40.0,80.0,0.0,20.0
urwid_urwid,2024-12-31,b69ce39f69ddea540c9f4ee098567df4822b29d6,140.0,21198.0,20.0,43.57142857142857,83.57142857142857,61.42857142857143,97.14285714285714,0.0,29.28571428571429
veusz_veusz,2024-12-31,54440de2a8f05a4fc818359844822242b19e7385,162.0,33472.0,0.0,0.0,0.0,96.29629629629629,99.38271604938271,0.0,54.32098765432099
voteit_voteit.core,2024-12-31,64f86852148c11ac94069cdf980e3c415ad5fe8c,162.0,9438.0,0.0,0.0,0.0,83.33333333333334,81.48148148148148,0.0,8.641975308641975
warner_foolscap,2024-12-31,9e9bdaa254a393fad258a993bfe6e8ad4fb4b504,103.0,19789.0,0.0,2.912621359223301,2.912621359223301,95.14563106796116,99.02912621359224,0.0,29.126213592233007
web2py_web2py,2024-12-31,edacfba309a35285e3c6f4b265c1f5e9c1d4c4fd,368.0,51648.0,0.0,0.0,0.0,61.684782608695656,77.98913043478261,0.0,24.728260869565215
webpy_webpy,2024-12-31,952d1fda12ac7ecdc47f2242c467f5e2734238d6,28.0,5427.0,0.0,0.0,10.714285714285714,92.85714285714286,100.0,0.0,39.285714285714285
websocket-client_websocket-client,2024-12-31,5f25030ededa964dcba16e04cd99882ce4461edb,26.0,2657.0,11.538461538461538,26.923076923076923,53.84615384615385,50.0,100.0,0.0,19.230769230769234
wireservice_csvkit,2024-12-31,5ba0aa7644e7f71dd7e4d073bc3b2e8830707b78,41.0,3228.0,2.4390243902439024,2.4390243902439024,0.0,95.1219512195122,97.5609756097561,0.0,17.073170731707318
x-plane_xplane2blender,2024-12-31,a2cb96563548e5824491225b551f25229c5c589a,203.0,13332.0,0.0,8.374384236453201,47.29064039408867,71.42857142857143,98.0295566502463,7.8817733990147785,14.285714285714285
xhtml2pdf_xhtml2pdf,2024-12-31,e21faf58d0d29c3953db64c1e4c31663585f3792,63.0,8666.0,1.5873015873015872,44.44444444444444,53.96825396825397,71.42857142857143,96.82539682539682,0.0,26.984126984126984
yelp_tron,2024-12-31,cf04b65e3d88dd3d99176d7b7d8cc594133260c8,134.0,17566.0,0.0,10.44776119402985,23.88059701492537,93.28358208955224,97.01492537313433,0.7462686567164178,13.432835820895523
zatosource_zato,2024-12-31,812f355882b9022ac8350327d2a5828df1c2bb15,840.0,76359.0,4.0476190476190474,18.21428571428571,29.28571428571429,68.69047619047619,92.26190476190477,17.261904761904763,11.428571428571429
zenoss_zenpacks.zenoss.openstackinfrastructure,2024-12-31,9c8df6bd9f753f7febfbb6cfaf21f438d4376586,92.0,9012.0,0.0,0.0,0.0,77.17391304347827,78.26086956521739,0.0,16.304347826086957
