project,date,commit_hash,files,statements,async_list_comprehensions_files_percentage,async_set_comprehensions_files_percentage,async_dict_comprehensions_files_percentage,async_generator_expressions_files_percentage,matrix_multiplication_files_percentage,async_def_files_percentage,await_expressions_files_percentage,async_for_files_percentage,async_with_files_percentage,fstring_files_percentage,except_star_files_percentage,pattern_match_files_percentage,pattern_as_files_percentage,pattern_or_files_percentage,pattern_sequence_files_percentage,pattern_mapping_files_percentage,pattern_class_files_percentage,pattern_value_files_percentage,pattern_singleton_files_percentage,pattern_star_files_percentage,assign_unpack_files_percentage,list_unpack_files_percentage,tuple_unpack_files_percentage,set_unpack_files_percentage,dict_unpack_files_percentage,call_kwargs_unpack_files_percentage,call_args_unpack_files_percentage,nonlocal_files_percentage,function_args_annotation_files_percentage,function_return_annotation_files_percentage,kw_defaults_files_percentage,kw_args_files_percentage,type_vars_bounds_files_percentage,type_vars_constraints_files_percentage,type_param_spec_files_percentage,type_var_tuple_files_percentage,yield_from_files_percentage,assignment_expression_files_percentage,suppressing_exception_context_files_percentage,variable_annotation_files_percentage
esitarski_crossmgr,2024-12-31,056366e1f7bf614d48b0e3142e6adb61131b5b26,392.0,70343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.612244897959184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5102040816326531,0.25510204081632654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7857142857142856,0.0,0.0
eskerda_pybikes,2024-12-31,d49542629c8b993e8f784abcd0fccfc876ab66f3,90.0,2983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etetoolkit_ete,2024-12-31,f8814f850fd6546005b1e174e00bac54215a2f7b,217.0,28304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.755760368663594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4608294930875576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4608294930875576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216589861751152,0.0,0.0,0.4608294930875576
etianen_django-reversion,2024-12-31,7c23ff4bae5c495a94cf1bfd3e5ad395f223caf2,30.0,1862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0
fabric_fabric,2024-12-31,988dd0fd05db47331cb43d0ea9787908ef33219c,46.0,3719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0
factoryboy_factory_boy,2024-12-31,4209372ec6db85a8deeea4ad620801ce670a71c7,51.0,6599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9607843137254901,0.0,0.0,0.0,1.9607843137254901,3.9215686274509802,1.9607843137254901,1.9607843137254901,0.0,0.0,0.0,0.0,3.9215686274509802,0.0,0.0,11.76470588235294
fail2ban_fail2ban,2024-12-31,4151eeccfe179e94e23add7ce503bd26ce864e2b,74.0,18202.0,0.0,0.0,0.0,0.0,0.0,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3513513513513513,0.0,0.0,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fedora-infra_bodhi,2024-12-31,2b0a23488666c8e44b0066119faf05bb26e46a77,222.0,32314.0,0.0,0.0,0.0,0.0,0.0,1.8018018018018018,1.8018018018018018,0.0,0.45045045045045046,39.63963963963964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45045045045045046,0.0,0.0,21.62162162162162,15.765765765765765,0.45045045045045046,0.45045045045045046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.153153153153153
feincms_feincms,2024-12-31,f310bec2009060c4b3be2a2f0dee466cb7e1ce81,95.0,5014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0526315789473684,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,1.0526315789473684,0.0,0.0,1.0526315789473684
feisuzhu_thbattle,2024-12-31,c20db1d1d859461e22a9055c75120448c8636718,360.0,34124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.055555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.2777777777777778,0.2777777777777778,26.944444444444443,25.27777777777778,0.2777777777777778,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,4.444444444444445,0.0,20.0
fhcrc_taxtastic,2024-12-31,0d37ae323da68b888f157299b311e6b255b76c0c,47.0,3998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flexget_flexget,2024-12-31,a0715908ac6fa475d7fb52561cf48f85420eb4f6,584.0,53213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.369863013698634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8835616438356164,0.3424657534246575,0.0,2.054794520547945,0.0,0.0,0.0,14.04109589041096,13.013698630136986,0.5136986301369862,0.5136986301369862,0.0,0.0,0.0,0.0,1.8835616438356164,0.0,0.0,6.8493150684931505
frappe_erpnext,2024-12-31,72256565bb2caf02f8e87b3ee0fbd0ee233c4f40,1512.0,116422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.46031746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06613756613756613,1.917989417989418,0.1984126984126984,0.0,0.6613756613756614,0.0,0.0,0.0,6.613756613756613,6.8121693121693125,0.26455026455026454,0.26455026455026454,0.0,0.0,0.0,0.0,0.0,3.968253968253968,0.0,33.86243386243386
frappe_frappe,2024-12-31,1d31663f4b4b5e6a6283998484d926dfa762bcc4,1007.0,74381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.17477656405164,0.0,0.7944389275074478,0.3972194637537239,0.29791459781529295,0.09930486593843098,0.0,0.09930486593843098,0.6951340615690168,0.0,0.0,0.3972194637537239,2.6812313803376364,0.6951340615690168,0.29791459781529295,1.4895729890764648,0.09930486593843098,0.0,0.49652432969215493,23.932472691161866,22.14498510427011,3.0784508440913605,3.0784508440913605,0.0,0.0,0.0,0.0,0.9930486593843099,9.533267130089374,0.0,32.27408142999007
freely-given-org_bibleorgsys,2024-12-31,af8ce255d036ec086749b3b2fb6351db9391d1f0,129.0,81439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.34883720930233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4031007751938,60.46511627906976,91.47286821705426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7751937984496124,0.0,18.6046511627907
frescobaldi_frescobaldi,2024-12-31,1a2c3a66e95f7867ce683aa79de054a26822191b,295.0,31289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.35593220338983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.694915254237288,0.3389830508474576,0.0,0.3389830508474576
gaphor_gaphas,2024-12-31,ed58ba9f7699604ae80a54dcc7d051fd3964593d,73.0,5420.0,0.0,0.0,0.0,0.0,0.0,16.43835616438356,8.21917808219178,0.0,0.0,20.54794520547945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.94520547945205,46.57534246575342,1.36986301369863,1.36986301369863,0.0,0.0,0.0,0.0,8.21917808219178,4.10958904109589,0.0,35.61643835616438
gaphor_gaphor,2024-12-31,7615ad0430fa68fe33a49a063447f9b602936581,545.0,35435.0,0.0,0.0,0.0,0.0,0.0,2.5688073394495414,2.5688073394495414,0.0,0.0,22.568807339449542,0.0,0.5504587155963303,0.3669724770642202,0.0,0.1834862385321101,0.0,0.1834862385321101,0.3669724770642202,0.1834862385321101,0.0,0.7339449541284404,0.5504587155963303,0.3669724770642202,0.3669724770642202,0.7339449541284404,0.0,2.0183486238532113,1.4678899082568808,33.211009174311926,24.954128440366972,1.2844036697247707,1.2844036697247707,0.0,0.0,0.0,0.0,6.055045871559633,13.577981651376147,0.3669724770642202,28.990825688073397
geekcomputers_python,2024-12-31,3c4beaf9f62c9bd3f4e74325b02d635b536dde95,642.0,24709.0,0.0,0.0,0.0,0.0,0.0,0.3115264797507788,0.3115264797507788,0.0,0.1557632398753894,16.043613707165107,0.0,1.0903426791277258,0.778816199376947,0.0,0.0,0.0,0.1557632398753894,1.0903426791277258,0.0,0.0,0.0,0.1557632398753894,0.0,0.0,0.0,0.0,0.0,0.1557632398753894,4.361370716510903,3.7383177570093453,0.46728971962616817,0.46728971962616817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6230529595015576
gem_oq-engine,2024-12-31,228f5053e6150fc85f54d2a84496aa9ddf5624ea,894.0,93571.0,0.0,0.0,0.0,0.0,2.348993288590604,0.0,0.0,0.0,0.0,12.416107382550337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6778523489932886,0.22371364653243847,0.0,0.0,0.22371364653243847,0.0,0.0,0.0,23.154362416107382,1.901565995525727,1.6778523489932886,1.6778523489932886,0.0,0.0,0.0,0.0,1.5659955257270695,0.0,0.22371364653243847,1.1185682326621924
geopython_pycsw,2024-12-31,392e02a72e181022aa8e39e09488850a70e48e58,57.0,10491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.385964912280706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7543859649122806,0.0,1.7543859649122806,0.0,0.0,0.0,10.526315789473683,7.017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,1.7543859649122806,0.0,0.0,0.0
getlogbook_logbook,2024-12-31,2b4fe2aeb942c734886e236afba52accd06b6d51,66.0,5362.0,0.0,0.0,0.0,0.0,0.0,1.5151515151515151,1.5151515151515151,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5151515151515151,10.606060606060606,0.0,0.0
getpelican_pelican,2024-12-31,ac28ddb9bf717085295c2c48393261d691b73fa1,46.0,7239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.47826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,0.0,0.0,2.1739130434782608,19.565217391304348,19.565217391304348,2.1739130434782608,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,6.521739130434782
getsentry_sentry,2024-12-31,ad2b920ec9e704bd1ea1905a1a43644a1569198f,5380.0,400740.0,0.0,0.0,0.0,0.0,0.0,0.01858736059479554,0.0,0.0,0.0,30.836431226765797,0.0,0.07434944237918216,0.055762081784386616,0.01858736059479554,0.0,0.0,0.01858736059479554,0.055762081784386616,0.0,0.0,0.16728624535315986,1.4312267657992566,0.2788104089219331,0.11152416356877323,3.940520446096654,0.07434944237918216,0.0,0.2788104089219331,47.95539033457249,49.10780669144981,3.104089219330855,3.104089219330855,0.03717472118959108,0.0,0.0,0.0,0.5762081784386617,1.7100371747211895,0.01858736059479554,25.33457249070632
ghoseb_planet.clojure,2024-12-31,034943227f28da0c941d813c06a9df2d4757a7cd,96.0,5248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
git-cola_git-cola,2024-12-31,80d94ad4ed6779c40a899ef3eeb36e08d69c31ab,183.0,29798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.579234972677597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.092896174863388,0.0,0.0,0.0,0.0,0.0,0.0,0.546448087431694,0.546448087431694,2.185792349726776,2.185792349726776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546448087431694
gitpython-developers_gitpython,2024-12-31,49ca9099dc75d0d686ec6737da36637cbee1c000,77.0,13951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.66233766233766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2987012987012987,3.896103896103896,0.0,0.0,0.0,0.0,0.0,1.2987012987012987,46.75324675324675,51.94805194805194,5.194805194805195,5.194805194805195,0.0,0.0,0.0,0.0,0.0,0.0,1.2987012987012987,37.66233766233766
glideinwms_glideinwms,2024-12-31,c9711ed448bd8cfcab668c21a26a0ec07e592746,166.0,28531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.40963855421686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4096385542168677,0.0
glue-viz_glue,2024-12-31,14fcc3ecf52f28285c2a74fb30e664b5bd817368,222.0,27156.0,0.0,0.0,0.0,0.0,0.9009009009009009,0.0,0.0,0.0,0.0,6.306306306306306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45045045045045046,0.0,0.0,0.0,0.0,0.45045045045045046,0.0,0.0,0.0,1.3513513513513513,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gluejar_regluit,2024-12-31,37a5486abe10270f7ece75dec8df54db49f5ec9c,242.0,15364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.958677685950414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gorakhargosh_watchdog,2024-12-31,5e25222c22ac274c3b4a63d0c8e89fafe165a895,49.0,4645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6530612244898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.081632653061225,0.0,0.0,0.0,0.0,0.0,8.16326530612245,59.183673469387756,61.224489795918366,34.69387755102041,34.69387755102041,0.0,0.0,0.0,0.0,6.122448979591836,0.0,0.0,36.734693877551024
gpodder_gpodder,2024-12-31,fa764019b395bea673e2ed05c9f545e33a47886e,101.0,15757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91089108910891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900990099009901,0.0,0.0,1.9801980198019802,1.9801980198019802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpodder_mygpo,2024-12-31,6aadc5d98f2806c8162708af5811d0b70a129d8a,309.0,8895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6472491909385114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hasgeek_coaster,2024-12-31,8f5a618c3742101ab8f939d69a039f7ac7ff85a1,56.0,11162.0,0.0,0.0,0.0,0.0,0.0,16.071428571428573,12.5,0.0,3.571428571428571,48.214285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,75.0,92.85714285714286,17.857142857142858,17.857142857142858,0.0,0.0,0.0,0.0,5.357142857142857,8.928571428571429,8.928571428571429,71.42857142857143
hasgeek_funnel,2024-12-31,b9aad4647ca6d1bf8d84ece4a385755991830371,491.0,33023.0,0.0,0.20366598778004072,0.0,0.0,0.0,1.0183299389002036,1.0183299389002036,0.0,0.8146639511201629,28.5132382892057,0.0,1.4256619144602851,0.8146639511201629,0.20366598778004072,0.0,0.0,0.20366598778004072,1.2219959266802443,0.0,0.0,0.0,0.20366598778004072,0.40733197556008144,0.0,0.40733197556008144,0.0,0.0,0.0,58.248472505091655,94.90835030549898,1.8329938900203666,1.8329938900203666,0.0,0.0,0.0,0.0,0.20366598778004072,3.054989816700611,0.6109979633401221,51.73116089613035
hasgeek_hasjob,2024-12-31,28807fa5b6ddfc62e7d5968651ce34da027b17f6,140.0,5937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143
healpy_healpy,2024-12-31,ddbc4885afffd64cc123503acf3365ade6ad8da5,26.0,5478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hhatto_autopep8,2024-12-31,5b9a95364d6cebc3f41b7ee29df353f89b4c9406,72.0,8184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,4.166666666666666,1.3888888888888888,1.3888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,1.3888888888888888,0.0
hhru_frontik,2024-12-31,b20109600a5ca22d272105ce2235635a63ba853b,112.0,4934.0,0.0,0.0,0.0,0.0,0.0,59.82142857142857,48.214285714285715,0.8928571428571428,0.8928571428571428,26.785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928571428571428,0.0,0.8928571428571428,0.8928571428571428,0.0,0.0,0.8928571428571428,64.28571428571429,75.89285714285714,4.464285714285714,4.464285714285714,0.0,0.0,0.0,0.0,1.7857142857142856,2.6785714285714284,0.0,30.357142857142854
holland-backup_holland,2024-12-31,636098a350a03c25172f6986f47d93ea2a5c19ba,81.0,6352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperion-rt_hyperion,2024-12-31,dde0c3124e28178172062bb902f86dc9f4583bdf,115.0,14678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperopt_hyperopt,2024-12-31,cdbeeff5147550000cf3cf26de3fd9f92af17316,51.0,8041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.450980392156865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8431372549019605,0.0,1.9607843137254901,1.9607843137254901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyperspy_hyperspy,2024-12-31,6924366631f2165d0ac79df7ef91b4bbdc80d584,337.0,43595.0,0.0,0.0,0.0,0.0,5.044510385756676,0.0,0.0,0.0,0.0,16.61721068249258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967359050445104,0.2967359050445104,1.1869436201780417,0.0,1.1869436201780417,0.8902077151335311,0.5934718100890208,0.0,0.2967359050445104,0.0,1.1869436201780417,1.1869436201780417,0.0,0.0,0.0,0.0,0.0,0.0,0.2967359050445104,0.0
ilanschnell_bitarray,2024-12-31,39de44de116b15f3b0ceeb24cb129768ee6d25d9,35.0,7782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.714285714285714
ilastik_volumina,2024-12-31,fedb08799de88145f438619287c1504934f2cab7,135.0,13406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.851851851851853,10.37037037037037,2.9629629629629632,2.9629629629629632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407408
ilius_pyglossary,2024-12-31,f4c399641bd91e6d0417865888710fabecac2481,239.0,26390.0,0.0,0.0,0.0,0.0,0.0,0.41841004184100417,0.0,0.0,0.0,64.01673640167364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8368200836820083,0.41841004184100417,0.41841004184100417,0.41841004184100417,0.0,0.0,0.0,2.510460251046025,69.4560669456067,69.4560669456067,1.2552301255230125,1.2552301255230125,0.0,0.0,0.0,0.0,8.368200836820083,1.6736401673640167,2.092050209205021,43.93305439330544
ilius_starcal,2024-12-31,c19254c2c95e45bfcf1675a5dd830addf4eb9a3c,259.0,32277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.559845559845556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.432432432432435,27.413127413127413,0.7722007722007722,0.7722007722007722,0.0,0.0,0.0,0.0,0.0,1.1583011583011582,0.0,0.3861003861003861
indico_indico,2024-12-31,b73a958d615939ad172129f051a8b858bb0239f3,1097.0,76185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.63719234275296,0.0,0.09115770282588878,0.09115770282588878,0.0,0.0,0.0,0.0,0.09115770282588878,0.0,0.0,0.0,2.643573381950775,2.0054694621695535,0.09115770282588878,1.4585232452142205,0.0,0.0,0.5469462169553327,3.4639927073837744,1.276207839562443,6.289881494986327,6.289881494986327,0.0,0.0,0.0,0.0,1.0027347310847767,7.474931631722881,0.09115770282588878,1.4585232452142205
inducer_pudb,2024-12-31,2b08f08910da00e58df736c719f11ae75bd5333c,42.0,3663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,9.523809523809524,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.380952380952381,2.380952380952381
inducer_pycuda,2024-12-31,3827be48c665cf93b11b43630428e6be182b5a4c,75.0,8316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333335,2.666666666666667,1.3333333333333335,1.3333333333333335,1.3333333333333335,0.0,0.0,0.0,0.0,1.3333333333333335,0.0,0.0,0.0
inducer_pymbolic,2024-12-31,67b6e09afde425bae8146631ebef5177e58bdb7f,55.0,5524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.72727272727273,0.0,1.8181818181818181,1.8181818181818181,0.0,1.8181818181818181,0.0,1.8181818181818181,0.0,0.0,0.0,0.0,7.2727272727272725,9.090909090909092,0.0,0.0,0.0,0.0,0.0,34.54545454545455,41.81818181818181,7.2727272727272725,7.2727272727272725,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,7.2727272727272725,32.72727272727273
inducer_pyopencl,2024-12-31,0c1b543af09b15c29f01e2c822d074c6e9b0ee27,50.0,10682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.000000000000002,0.0,0.0,0.0,2.0,0.0,10.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
inducer_pytools,2024-12-31,37e34d185e27e8f93660c3523b014ecbea7e9cd0,27.0,3480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4074074074074066,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,59.25925925925925,62.96296296296296,3.7037037037037033,3.7037037037037033,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,44.44444444444444
inducer_sumpy,2024-12-31,6f5d45d620a2f090409c6e48dacee6c0e36b1fd4,41.0,7557.0,0.0,0.0,0.0,0.0,7.317073170731707,0.0,0.0,0.0,0.0,56.09756097560976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.951219512195124,14.634146341463413,0.0,2.4390243902439024,0.0,0.0,0.0,29.268292682926827,29.268292682926827,4.878048780487805,4.878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,2.4390243902439024,24.390243902439025
