Projeto: 4am-robotics_cob_common, Quantidade de linhas: 95
Projeto: openexoplanetcatalogue_open_exoplanet_catalogue, Quantidade de linhas: 80
Projeto: barrucadu_dotfiles, Quantidade de linhas: 78
Projeto: swirhen_anime-podcast, Quantidade de linhas: 57
Projeto: zomojo_compiletools, Quantidade de linhas: 39
Projeto: linuxmint_mintupdate, Quantidade de linhas: 36
Projeto: opencadc_vostools, Quantidade de linhas: 35
Projeto: phpbb_documentation, Quantidade de linhas: 32
Projeto: ytdl-org_youtube-dl, Quantidade de linhas: 31
Projeto: ipa320_cob_robots, Quantidade de linhas: 30
Projeto: hivesolutions_colony, Quantidade de linhas: 29
Projeto: mozilla_mozregression, Quantidade de linhas: 25
Projeto: reactionmechanismgenerator_rmg-database, Quantidade de linhas: 23
Projeto: mavlink_mavlink, Quantidade de linhas: 20
Projeto: neurodebian_neurodebian, Quantidade de linhas: 20
Projeto: datadog_dd-agent, Quantidade de linhas: 19
Projeto: hyphanet_pyfreenet, Quantidade de linhas: 19
Projeto: mozilla-releng_balrog, Quantidade de linhas: 18
Projeto: reviewboard_rbtools, Quantidade de linhas: 18
Projeto: walterdejong_synctool, Quantidade de linhas: 18
Projeto: wbond_package_control_channel, Quantidade de linhas: 18
Projeto: nickjcroucher_gubbins, Quantidade de linhas: 15
Projeto: proycon_folia, Quantidade de linhas: 13
Projeto: spaam_svtplay-dl, Quantidade de linhas: 12
Projeto: clusterlabs_pcs, Quantidade de linhas: 12
Projeto: reactionmechanismgenerator_rmg-py, Quantidade de linhas: 11
Projeto: ipa320_cob_simulation, Quantidade de linhas: 11
Projeto: wbond_package_control, Quantidade de linhas: 9
Projeto: coderholic_pyradio, Quantidade de linhas: 9
Projeto: fls-bioinformatics-core_genomics, Quantidade de linhas: 8
Projeto: openmc-dev_openmc, Quantidade de linhas: 7
Projeto: nicolargo_glances, Quantidade de linhas: 7
Projeto: nixos_nixops, Quantidade de linhas: 6
Projeto: tomamic_fondinfo, Quantidade de linhas: 6
Projeto: andreafrancia_trash-cli, Quantidade de linhas: 5
Projeto: git-big-picture_git-big-picture, Quantidade de linhas: 5
Projeto: stripe_stripe-python, Quantidade de linhas: 4
Projeto: MarketSquare_Rammbock, Quantidade de linhas: 4
Projeto: mekkablue_glyphs-scripts, Quantidade de linhas: 3
Projeto: robertluptonthegood_eups, Quantidade de linhas: 3
Projeto: hhatto_autopep8, Quantidade de linhas: 3
Projeto: python-jsonschema_jsonschema, Quantidade de linhas: 3
Projeto: riptano_ccm, Quantidade de linhas: 3
Projeto: clalancette_oz, Quantidade de linhas: 3
Projeto: shedskin_shedskin, Quantidade de linhas: 2
Projeto: 4am-robotics_cob_command_tools, Quantidade de linhas: 2
Projeto: andreasvc_disco-dop, Quantidade de linhas: 2
Projeto: koalixswitzerland_koalixcrm, Quantidade de linhas: 2
Projeto: fabric_fabric, Quantidade de linhas: 2
Projeto: bruvellu_cifonauta, Quantidade de linhas: 2
Projeto: astropy_specutils, Quantidade de linhas: 2
Projeto: ipa320_cob_command_tools, Quantidade de linhas: 2
Projeto: multani_sonata, Quantidade de linhas: 2
Projeto: inducer_pyopencl, Quantidade de linhas: 2
Projeto: redis_redis-py, Quantidade de linhas: 2
Projeto: kliment_printrun, Quantidade de linhas: 2
Projeto: pyepics_epicsapps, Quantidade de linhas: 2
Projeto: rembo10_headphones, Quantidade de linhas: 1
Projeto: spritelink_nipap, Quantidade de linhas: 1
Projeto: pyudev_pyudev, Quantidade de linhas: 1
Projeto: psf_requests, Quantidade de linhas: 1
Projeto: openstates_openstates-scrapers, Quantidade de linhas: 1
Projeto: okfde_froide, Quantidade de linhas: 1
Projeto: enthought_apptools, Quantidade de linhas: 1
Projeto: django-cms_django-filer, Quantidade de linhas: 1
