commit,file,lineno,project,source_csv,commit_date
798a12aa4decddb51f18fbe01a95d9bfd6d4eb7a,astropy/coordinates/angles/formats.py,218,astropy_astropy,results/astropy_astropy_matches.csv,2024-10-24T21:12:06+01:00
a44ae8df79cd3915f8542458391d21556575369e,astropy/coordinates/angles/formats.py,218,astropy_astropy,results/astropy_astropy_matches.csv,2024-11-23T15:30:38-05:00
19fd077df3561a8fcd90f432b409de20ad6f902d,astropy/coordinates/angles/formats.py,218,astropy_astropy,results/astropy_astropy_matches.csv,2024-12-23T12:49:23-08:00
798a12aa4decddb51f18fbe01a95d9bfd6d4eb7a,astropy/units/format/ogip.py,171,astropy_astropy,results/astropy_astropy_matches.csv,2024-10-24T21:12:06+01:00
798a12aa4decddb51f18fbe01a95d9bfd6d4eb7a,astropy/units/format/ogip.py,200,astropy_astropy,results/astropy_astropy_matches.csv,2024-10-24T21:12:06+01:00
798a12aa4decddb51f18fbe01a95d9bfd6d4eb7a,astropy/units/format/ogip.py,221,astropy_astropy,results/astropy_astropy_matches.csv,2024-10-24T21:12:06+01:00
798a12aa4decddb51f18fbe01a95d9bfd6d4eb7a,astropy/units/format/ogip.py,246,astropy_astropy,results/astropy_astropy_matches.csv,2024-10-24T21:12:06+01:00
a44ae8df79cd3915f8542458391d21556575369e,astropy/units/format/ogip.py,171,astropy_astropy,results/astropy_astropy_matches.csv,2024-11-23T15:30:38-05:00
a44ae8df79cd3915f8542458391d21556575369e,astropy/units/format/ogip.py,200,astropy_astropy,results/astropy_astropy_matches.csv,2024-11-23T15:30:38-05:00
a44ae8df79cd3915f8542458391d21556575369e,astropy/units/format/ogip.py,221,astropy_astropy,results/astropy_astropy_matches.csv,2024-11-23T15:30:38-05:00
a44ae8df79cd3915f8542458391d21556575369e,astropy/units/format/ogip.py,246,astropy_astropy,results/astropy_astropy_matches.csv,2024-11-23T15:30:38-05:00
19fd077df3561a8fcd90f432b409de20ad6f902d,astropy/units/format/ogip.py,174,astropy_astropy,results/astropy_astropy_matches.csv,2024-12-23T12:49:23-08:00
19fd077df3561a8fcd90f432b409de20ad6f902d,astropy/units/format/ogip.py,203,astropy_astropy,results/astropy_astropy_matches.csv,2024-12-23T12:49:23-08:00
19fd077df3561a8fcd90f432b409de20ad6f902d,astropy/units/format/ogip.py,224,astropy_astropy,results/astropy_astropy_matches.csv,2024-12-23T12:49:23-08:00
19fd077df3561a8fcd90f432b409de20ad6f902d,astropy/units/format/ogip.py,249,astropy_astropy,results/astropy_astropy_matches.csv,2024-12-23T12:49:23-08:00
798a12aa4decddb51f18fbe01a95d9bfd6d4eb7a,astropy/units/quantity_helper/function_helpers.py,486,astropy_astropy,results/astropy_astropy_matches.csv,2024-10-24T21:12:06+01:00
798a12aa4decddb51f18fbe01a95d9bfd6d4eb7a,astropy/units/quantity_helper/function_helpers.py,496,astropy_astropy,results/astropy_astropy_matches.csv,2024-10-24T21:12:06+01:00
a44ae8df79cd3915f8542458391d21556575369e,astropy/units/quantity_helper/function_helpers.py,508,astropy_astropy,results/astropy_astropy_matches.csv,2024-11-23T15:30:38-05:00
a44ae8df79cd3915f8542458391d21556575369e,astropy/units/quantity_helper/function_helpers.py,518,astropy_astropy,results/astropy_astropy_matches.csv,2024-11-23T15:30:38-05:00
19fd077df3561a8fcd90f432b409de20ad6f902d,astropy/units/quantity_helper/function_helpers.py,517,astropy_astropy,results/astropy_astropy_matches.csv,2024-12-23T12:49:23-08:00
19fd077df3561a8fcd90f432b409de20ad6f902d,astropy/units/quantity_helper/function_helpers.py,527,astropy_astropy,results/astropy_astropy_matches.csv,2024-12-23T12:49:23-08:00
913d51af5cce3702a5ba0e04c41069f644a9fbfb,beetsplug/substitute.py,55,beetbox_beets,results/beetbox_beets_matches.csv,2024-10-05T15:51:41+02:00
01e54e9c358bc047dcbc4fca974d0aae1429726a,meta/views.py,77,bruvellu_cifonauta,results/bruvellu_cifonauta_matches.csv,2024-03-16T00:56:05-03:00
fe2c77d576dbc56778988ec23055116498756649,teuthology/util/time.py,40,ceph_teuthology,results/ceph_teuthology_matches.csv,2024-09-24T16:32:26+05:30
6f10f906be9902618382fdef2adf9ad609cdc512,teuthology/util/time.py,40,ceph_teuthology,results/ceph_teuthology_matches.csv,2024-10-24T11:54:32-06:00
8aa35231626c6ecbac35b361f00b7fb9f4d1fa25,teuthology/util/time.py,40,ceph_teuthology,results/ceph_teuthology_matches.csv,2024-12-03T22:03:51+00:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,187,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,196,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,297,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,304,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,313,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,323,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,331,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,339,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,347,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,355,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,365,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,375,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,389,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,396,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,404,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,412,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,420,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,428,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,436,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,444,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,452,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,460,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,468,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,476,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,485,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,494,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,504,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,513,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,523,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,533,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,544,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,554,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,567,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,580,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,593,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,606,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,619,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,632,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,645,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,654,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,663,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,673,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,682,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,692,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,703,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,714,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,723,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,732,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,741,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,750,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,759,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,768,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,778,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,788,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,801,cython_cython,results/cython_cython_matches.csv,2024-02-26T11:33:07+01:00
