project,date,commit_hash,files,errors
neurodebian_neurodebian,2009-03-28,c397134b9d5a201412476327ea513f491feed286,2,2
neurodebian_neurodebian,2009-04-28,e21c44a50e6f32ddf033641819960b305bd70b32,1,1
neurodebian_neurodebian,2009-06-17,9cf8f055fd5ff12a93e30721c7c16efe564a296f,1,1
neurodebian_neurodebian,2009-08-12,0f22a27d94f4fde05a0899f1eebd532374586ab0,1,1
neurodebian_neurodebian,2009-09-16,520ce63dcdaf4ac1d2495f8da908e9135524f2fb,2,2
neurodebian_neurodebian,2009-10-20,b4dcdd6a5849fd92ee8469116203541b333299df,2,2
neurodebian_neurodebian,2009-12-08,9802f3819fafc7db3e5efda91746774a537960ab,2,2
neurodebian_neurodebian,2010-01-19,f9d9b4bbebf84e86516733195b8ab1420f1d9435,2,2
neurodebian_neurodebian,2010-02-23,6d0bc32374f545178f38c77b6c14ba89e3b8a3c5,2,2
neurodebian_neurodebian,2010-03-31,c618b3265b9164b84765af017a30d92644ccfaef,2,2
neurodebian_neurodebian,2010-04-30,5bded93c6128e0879ada63246a968be146a7fc79,2,2
neurodebian_neurodebian,2010-06-18,89098526462e1c82c831e7c599b0a7fe33bc69cf,2,2
neurodebian_neurodebian,2010-07-21,38f9c1652dcdcd055bc2cd1d117e2364583c3ba1,2,2
neurodebian_neurodebian,2010-08-31,7a3b19c1df3b7f114f4c395f1fc99b9cbd5e6641,2,2
neurodebian_neurodebian,2010-10-01,691fbbfd8c5ac171f836395b528f66ce75702896,2,2
neurodebian_neurodebian,2010-11-03,4e5c3818d4a359de582ddf84f1f5e7a7b060bb3e,3,3
neurodebian_neurodebian,2010-12-03,9071358595f7d2f304caf650e2e2d6270fb09e30,3,3
neurodebian_neurodebian,2011-01-02,56d8e62ce1d0d989a3f4ef2bf4e2886921f30a57,3,3
neurodebian_neurodebian,2011-02-02,69a56747226273d3d029e63e549f8d27097eab0d,3,3
neurodebian_neurodebian,2011-03-08,ecd1672f99c686699c60feedaa99eb0a6bbe582f,3,3
neurodebian_neurodebian,2011-04-09,6dd9fd8c447635304e63c421f90eef67a9b9678f,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,6
neurodebian_neurodebian,2011-05-10,261161af710f485e981a7781364ca5aed99fb29a,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,6
neurodebian_neurodebian,2011-06-11,1004aab2b94f99ef4c66bafd9ee52a1a8aeceb3c,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,6
neurodebian_neurodebian,2011-07-20,be3dd98bd0dd1d9ec88b12568b9c50066c1be80a,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,6
neurodebian_neurodebian,2011-08-21,0be5f91f1a2f848a74a57514ace5b4033ca572eb,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,6
neurodebian_neurodebian,2011-09-23,6daf7496d629a2d92e5252cc804ed21fa507c8ec,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,6
neurodebian_neurodebian,2011-10-25,2c93293e9bfe531c324e7e2e0fbb3e44daec0e78,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,6
neurodebian_neurodebian,2011-12-01,26c92277b3a5dacee07e19a768aefc42033f89aa,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,6
neurodebian_neurodebian,2012-01-07,36a6866b6e591f761daf300f5661ca63d13f66c8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,6
neurodebian_neurodebian,2012-02-09,7dd4235979355d007b33160a4251a1dd19ce4cd3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,6
