project,date,commit_hash,files,async_list_comprehensions,async_set_comprehensions,async_dict_comprehensions,async_generator_expressions,async_list_comprehensions_files,async_set_comprehensions_files,async_dict_comprehensions_files,async_generator_expressions_files,matrix_multiplication,matrix_multiplication_files,async_def,await_expressions,async_for,async_with,async_def_files,await_expressions_files,async_for_files,async_with_files,fstring,fstring_files,except_star,except_star_with_group,except_star_without_group,raised_exception_group,caught_exception_group,exception_groups,except_star_files,exception_group_files,pattern_match,pattern_as,pattern_or,pattern_sequence,pattern_mapping,pattern_class,pattern_value,pattern_singleton,pattern_star,pattern_match_files,pattern_as_files,pattern_or_files,pattern_sequence_files,pattern_mapping_files,pattern_class_files,pattern_value_files,pattern_singleton_files,pattern_star_files,assign_unpack,list_unpack,tuple_unpack,set_unpack,dict_unpack,call_kwargs_unpack,call_args_unpack,assign_unpack_files,list_unpack_files,tuple_unpack_files,set_unpack_files,dict_unpack_files,call_kwargs_unpack_files,call_args_unpack_files,nonlocal,nonlocal_files,function_args_annotation,function_return_annotation,function_args_annotation_files,function_return_annotation_files,function_with_annotation,function_with_annotation_files,function_without_annotation,function_without_annotation_files,kw_defaults,kw_args,kw_defaults_files,kw_args_files,type_vars_bounds,type_vars_constraints,type_param_spec,type_var_tuple,type_vars_bounds_files,type_vars_constraints_files,type_param_spec_files,type_var_tuple_files,yield_from,yield_from_files,assignment_expression,assignment_expression_files,variable_annotation,variable_annotation_files,assign,assign_files,assign_with_type_comment,assign_with_type_comment_files,aug_assign,aug_assign_files,suppressing_exception_context,suppressing_exception_context_files,statements,errors
kivy_python-for-android,2011-11-28,6234a5d11d35d4a1b7fee9433461499f68a915d9,0,0
kivy_python-for-android,2012-01-05,d7ef97aea70ccc51f7ab20ae3891dabced946cc2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,22,0
kivy_python-for-android,2012-02-10,583adbb5399b0f003bf601e4314e90916b44d366,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,18,0,0,22,6,0,0,3561,8
kivy_python-for-android,2012-03-12,841f85ec15bbb0ef461f4292944c67251cf92e00,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,18,0,0,22,7,0,0,3563,8
kivy_python-for-android,2012-04-12,ed4e0af85dd72ade86d41d3e413026cf1740ab1a,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,19,0,0,22,9,0,0,3568,9
kivy_python-for-android,2012-05-23,c31703af3bf1f5bb0a5e6e77432828afda550d98,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,19,0,0,22,8,0,0,3568,9
kivy_python-for-android,2012-06-29,e617c5c2aa6491708e5e2dca1fe3019a00a58d1f,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,19,0,0,22,7,0,0,3568,9
kivy_python-for-android,2012-07-31,79b564090ede9eec61d1713392e638742a5ff8f4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,19,0,0,22,7,0,0,3568,9
kivy_python-for-android,2012-08-31,54814e1ba97cfc3683ed99076d97a1331cace472,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,19,0,0,22,7,0,0,3568,9
kivy_python-for-android,2012-10-02,a4fe85f7312dffcbd482cbe8d8750c32d74443c8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,19,0,0,22,7,0,0,3575,9
kivy_python-for-android,2012-11-06,af1ef52292ecdb3bc22a25df5d7903271bc0b58e,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,19,0,0,22,7,0,0,3575,9
kivy_python-for-android,2012-12-08,9b8d4fa5372a508483c5c31fca0336a0cfc68af3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,19,0,0,22,7,0,0,3575,9
