commit,file,lineno,code
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,187,"match x:
            case [*_]:
                return ""seq""
            case {}:
                return ""map"""
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,196,"match x:
            case {}:
                return ""map""
            case [*_]:
                return ""seq"""
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,297,"match 0:
            case 0:
                x = True"
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,304,"match 0:
            case 0 if False:
                x = False
            case 0 if True:
                x = True"
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,313,"match 0:
            case 0:
                x = True
            case 0:
                x = False"
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,323,"match 0:
            case 0 | 1 | 2 | 3:
                x = True"
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,331,"match 1:
            case 0 | 1 | 2 | 3:
                x = True"
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,339,"match 2:
            case 0 | 1 | 2 | 3:
                x = True"
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,347,"match 3:
            case 0 | 1 | 2 | 3:
                x = True"
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,355,"match 4:
            case 0 | 1 | 2 | 3:
                x = True"
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,365,"match x:
            case A.y as z:
                pass"
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,375,"match 0:
            case x if x:
                z = 0
            case _ as y if y == x and y:
                z = 1
            case A.B:
                z = 2"
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,389,"match ():
            case []:
                x = 0"
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,396,"match (0, 1, 2):
            case [*x]:
                y = 0"
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,404,"match (0, 1, 2):
            case [0, *x]:
                y = 0"
a71a3b6e13f01f83a6fda4e2862824c96c195c13,tests/run/test_patma.py,412,"match (0, 1, 2):
            case [0, 1, *x,]:
                y = 0"
