commit,file,lineno,code
51f29488b3bd9adfc502d5c4e1f3d8fc25ef4c9c,openlibrary/utils/isbn.py,114,"match len(isbn):
            case 10:
                isbn_10.append(isbn)
            case 13:
                isbn_13.append(isbn)"
78707552d2ff8d51c914e1ef02868b2f4197d79b,openlibrary/utils/isbn.py,114,"match len(isbn):
            case 10:
                isbn_10.append(isbn)
            case 13:
                isbn_13.append(isbn)"
47b508ca2a2cf2ed562dfd0f59aa7c03f80df66f,openlibrary/plugins/admin/code.py,268,"match i.get('action', ''):
            case 'remove':
                self.remove_ocaid(edition)
            case 'modify':
                self.modify_ocaid(edition, i.get('ocaid'))
            case '_':
                raise web.badrequest('Unknown action')"
47b508ca2a2cf2ed562dfd0f59aa7c03f80df66f,openlibrary/utils/isbn.py,114,"match len(isbn):
            case 10:
                isbn_10.append(isbn)
            case 13:
                isbn_13.append(isbn)"
5e6b98bd7510b1b1ddf5f1fd27fab598bc4e312c,openlibrary/plugins/admin/code.py,268,"match i.get('action', ''):
            case 'remove':
                self.remove_ocaid(edition)
            case 'modify':
                self.modify_ocaid(edition, i.get('ocaid'))
            case '_':
                raise web.badrequest('Unknown action')"
5e6b98bd7510b1b1ddf5f1fd27fab598bc4e312c,openlibrary/utils/isbn.py,114,"match len(isbn):
            case 10:
                isbn_10.append(isbn)
            case 13:
                isbn_13.append(isbn)"
722741f6f45cd4ba297704a5bec205d5f487c99a,openlibrary/plugins/admin/code.py,268,"match i.get('action', ''):
            case 'remove':
                self.remove_ocaid(edition)
            case 'modify':
                self.modify_ocaid(edition, i.get('ocaid'))
            case '_':
                raise web.badrequest('Unknown action')"
722741f6f45cd4ba297704a5bec205d5f487c99a,openlibrary/utils/isbn.py,114,"match len(isbn):
            case 10:
                isbn_10.append(isbn)
            case 13:
                isbn_13.append(isbn)"
a8796b4952b13b6f12138c3de8e1af0efdea85d7,openlibrary/plugins/admin/code.py,268,"match i.get('action', ''):
            case 'remove':
                self.remove_ocaid(edition)
            case 'modify':
                self.modify_ocaid(edition, i.get('ocaid'))
            case '_':
                raise web.badrequest('Unknown action')"
a8796b4952b13b6f12138c3de8e1af0efdea85d7,openlibrary/utils/isbn.py,114,"match len(isbn):
            case 10:
                isbn_10.append(isbn)
            case 13:
                isbn_13.append(isbn)"
73dcb6851f04fa5262ce987057e5b21a184f3068,openlibrary/plugins/admin/code.py,268,"match i.get('action', ''):
            case 'remove':
                self.remove_ocaid(edition)
            case 'modify':
                self.modify_ocaid(edition, i.get('ocaid'))
            case '_':
                raise web.badrequest('Unknown action')"
73dcb6851f04fa5262ce987057e5b21a184f3068,openlibrary/utils/isbn.py,114,"match len(isbn):
            case 10:
                isbn_10.append(isbn)
            case 13:
                isbn_13.append(isbn)"
82a7d7db3aae7501373f64a9bf4e6c2e3e4cf254,openlibrary/plugins/admin/code.py,268,"match i.get('action', ''):
            case 'remove':
                self.remove_ocaid(edition)
            case 'modify':
                self.modify_ocaid(edition, i.get('ocaid'))
            case '_':
                raise web.badrequest('Unknown action')"
82a7d7db3aae7501373f64a9bf4e6c2e3e4cf254,openlibrary/utils/isbn.py,114,"match len(isbn):
            case 10:
                isbn_10.append(isbn)
            case 13:
                isbn_13.append(isbn)"
6f8aadc91f4088bd6c2ebec60a69b4d434df390e,openlibrary/plugins/admin/code.py,271,"match i.get('action', ''):
            case 'remove':
                self.remove_ocaid(edition)
            case 'modify':
                self.modify_ocaid(edition, i.get('ocaid'))
            case '_':
                raise web.badrequest('Unknown action')"
6f8aadc91f4088bd6c2ebec60a69b4d434df390e,openlibrary/utils/isbn.py,114,"match len(isbn):
            case 10:
                isbn_10.append(isbn)
            case 13:
                isbn_13.append(isbn)"
156ebf337eb23f8b49147d9736d2bf31d0fae10b,openlibrary/plugins/admin/code.py,272,"match i.get('action', ''):
            case 'remove':
                self.remove_ocaid(edition)
            case 'modify':
                self.modify_ocaid(edition, i.get('ocaid'))
            case '_':
                raise web.badrequest('Unknown action')"
156ebf337eb23f8b49147d9736d2bf31d0fae10b,openlibrary/utils/isbn.py,114,"match len(isbn):
            case 10:
                isbn_10.append(isbn)
            case 13:
                isbn_13.append(isbn)"
56ee05ed77c4ba2c8712babd94a10e7d9d6fe8b5,openlibrary/solr/updater/list.py,41,"match seed_type:
            case 'edition' | 'author':
                edition_olids = "" OR "".join(key.split('/')[-1] for key in seeds)
                query.append(f'edition_key:( {edition_olids} )')
            case 'work':
                seed_keys = "" OR "".join(f'""{key}""' for key in seeds)
                query.append(f'key:( {seed_keys} )')
            case 'subject':
                pass
            case _:
                raise NotImplementedError(f'Unknown seed type {seed_type}')"
